Iteration_Survey,Participant,Gender,Age,SpanL1,[Field-2]-1_1_1-relatedword1,[Field-2]-1_1_1-relatedword2,[Field-2]-1_1_1-relatedword3,[Field-2]-1_1_2-relatedword1,[Field-2]-1_1_2-relatedword2,[Field-2]-1_1_2-relatedword3,[Field-2]-1_1_4-relatedword1,[Field-2]-1_1_4-relatedword2,[Field-2]-1_1_4-relatedword3,[Field-2]-1_2_1-relatedword1,[Field-2]-1_2_1-relatedword2,[Field-2]-1_2_1-relatedword3,[Field-2]-1_2_2-relatedword1,[Field-2]-1_2_2-relatedword2,[Field-2]-1_2_2-relatedword3,[Field-2]-1_2_3-relatedword1,[Field-2]-1_2_3-relatedword2,[Field-2]-1_2_3-relatedword3,[Field-2]-1_3_1-relatedword1,[Field-2]-1_3_1-relatedword2,[Field-2]-1_3_1-relatedword3,[Field-2]-1_3_3-relatedword1,[Field-2]-1_3_3-relatedword2,[Field-2]-1_3_3-relatedword3,[Field-2]-1_3_4-relatedword1,[Field-2]-1_3_4-relatedword2,[Field-2]-1_3_4-relatedword3,[Field-2]-2_1_1-relatedword1,[Field-2]-2_1_1-relatedword2,[Field-2]-2_1_1-relatedword3,[Field-2]-2_1_2-relatedword1,[Field-2]-2_1_2-relatedword2,[Field-2]-2_1_2-relatedword3,[Field-2]-2_1_3-relatedword1,[Field-2]-2_1_3-relatedword2,[Field-2]-2_1_3-relatedword3,[Field-2]-2_2_2-relatedword1,[Field-2]-2_2_2-relatedword2,[Field-2]-2_2_2-relatedword3,[Field-2]-2_2_3-relatedword1,[Field-2]-2_2_3-relatedword2,[Field-2]-2_2_3-relatedword3,[Field-2]-2_2_6-relatedword1,[Field-2]-2_2_6-relatedword2,[Field-2]-2_2_6-relatedword3,[Field-2]-2_3_1-relatedword1,[Field-2]-2_3_1-relatedword2,[Field-2]-2_3_1-relatedword3,[Field-2]-2_3_2-relatedword1,[Field-2]-2_3_2-relatedword2,[Field-2]-2_3_2-relatedword3,[Field-2]-2_3_4-relatedword1,[Field-2]-2_3_4-relatedword2,[Field-2]-2_3_4-relatedword3,[Field-2]-3_1_1-relatedword1,[Field-2]-3_1_1-relatedword2,[Field-2]-3_1_1-relatedword3,[Field-2]-3_1_6-relatedword1,[Field-2]-3_1_6-relatedword2,[Field-2]-3_1_6-relatedword3,[Field-2]-3_1_3-relatedword1,[Field-2]-3_1_3-relatedword2,[Field-2]-3_1_3-relatedword3,[Field-2]-3_2_5-relatedword1,[Field-2]-3_2_5-relatedword2,[Field-2]-3_2_5-relatedword3,[Field-2]-3_2_2-relatedword1,[Field-2]-3_2_2-relatedword2,[Field-2]-3_2_2-relatedword3,[Field-2]-3_2_3-relatedword1,[Field-2]-3_2_3-relatedword2,[Field-2]-3_2_3-relatedword3,[Field-2]-3_3_1-relatedword1,[Field-2]-3_3_1-relatedword2,[Field-2]-3_3_1-relatedword3,[Field-2]-3_3_2-relatedword1,[Field-2]-3_3_2-relatedword2,[Field-2]-3_3_2-relatedword3,[Field-2]-3_3_4-relatedword1,[Field-2]-3_3_4-relatedword2,[Field-2]-3_3_4-relatedword3,Forthisquestiontypethewordbananainthethreeboxes.-relatedword1,Forthisquestiontypethewordbananainthethreeboxes.-relatedword2,Forthisquestiontypethewordbananainthethreeboxes.-relatedword3,[Field-2]-1_1_3-relatedword1,[Field-2]-1_1_3-relatedword2,[Field-2]-1_1_3-relatedword3,[Field-2]-1_1_5-relatedword1,[Field-2]-1_1_5-relatedword2,[Field-2]-1_1_5-relatedword3,[Field-2]-1_1_6-relatedword1,[Field-2]-1_1_6-relatedword2,[Field-2]-1_1_6-relatedword3,[Field-2]-1_2_4-relatedword1,[Field-2]-1_2_4-relatedword2,[Field-2]-1_2_4-relatedword3,[Field-2]-1_2_5-relatedword1,[Field-2]-1_2_5-relatedword2,[Field-2]-1_2_5-relatedword3,[Field-2]-1_2_6-relatedword1,[Field-2]-1_2_6-relatedword2,[Field-2]-1_2_6-relatedword3,[Field-2]-1_3_2-relatedword1,[Field-2]-1_3_2-relatedword2,[Field-2]-1_3_2-relatedword3,[Field-2]-1_3_5-relatedword1,[Field-2]-1_3_5-relatedword2,[Field-2]-1_3_5-relatedword3,[Field-2]-1_3_6-relatedword1,[Field-2]-1_3_6-relatedword2,[Field-2]-1_3_6-relatedword3,[Field-2]-2_1_4-relatedword1,[Field-2]-2_1_4-relatedword2,[Field-2]-2_1_4-relatedword3,[Field-2]-2_1_5-relatedword1,[Field-2]-2_1_5-relatedword2,[Field-2]-2_1_5-relatedword3,[Field-2]-2_1_6-relatedword1,[Field-2]-2_1_6-relatedword2,[Field-2]-2_1_6-relatedword3,[Field-2]-2_2_1-relatedword1,[Field-2]-2_2_1-relatedword2,[Field-2]-2_2_1-relatedword3,[Field-2]-2_2_4-relatedword1,[Field-2]-2_2_4-relatedword2,[Field-2]-2_2_4-relatedword3,[Field-2]-2_2_5-relatedword1,[Field-2]-2_2_5-relatedword2,[Field-2]-2_2_5-relatedword3,[Field-2]-2_3_3-relatedword1,[Field-2]-2_3_3-relatedword2,[Field-2]-2_3_3-relatedword3,[Field-2]-2_3_5-relatedword1,[Field-2]-2_3_5-relatedword2,[Field-2]-2_3_5-relatedword3,[Field-2]-2_3_6-relatedword1,[Field-2]-2_3_6-relatedword2,[Field-2]-2_3_6-relatedword3,[Field-2]-3_1_4-relatedword1,[Field-2]-3_1_4-relatedword2,[Field-2]-3_1_4-relatedword3,[Field-2]-3_1_5-relatedword1,[Field-2]-3_1_5-relatedword2,[Field-2]-3_1_5-relatedword3,[Field-2]-3_1_2-relatedword1,[Field-2]-3_1_2-relatedword2,[Field-2]-3_1_2-relatedword3,[Field-2]-3_2_4-relatedword1,[Field-2]-3_2_4-relatedword2,[Field-2]-3_2_4-relatedword3,[Field-2]-3_2_1-relatedword1,[Field-2]-3_2_1-relatedword2,[Field-2]-3_2_1-relatedword3,[Field-2]-3_2_6-relatedword1,[Field-2]-3_2_6-relatedword2,[Field-2]-3_2_6-relatedword3,[Field-2]-3_3_3-relatedword1,[Field-2]-3_3_3-relatedword2,[Field-2]-3_3_3-relatedword3,[Field-2]-3_3_5-relatedword1,[Field-2]-3_3_5-relatedword2,[Field-2]-3_3_5-relatedword3,[Field-2]-3_3_6-relatedword1,[Field-2]-3_3_6-relatedword2,[Field-2]-3_3_6-relatedword3,LangSpoken,Lang_0-5,Lang_6-12,Lang_13-18,Eng_classes,Eng_classes_time,Eng_classes_amount,Caregivers_speak_Eng,Eng_travel,Eng_country
first,sp41,Male,18,Yes,sueno,descansar,almohada,bano,maquillaje,reflexion,limpiar,escoba,trapo,escoba,trapo,aspiradora,vegetales,carne,condimento,camisa,pantalon,almidon,precios,renta,mercancias,dinero,precio,tienda,ropa,joya,oro,jugo,agua,sed,huezo,condimento,cuchillo,vegetales,salud,dieta,juego,equipo,jugador,deporte,musculo,ejercicio,deporte,equipo,jugador,dolor,herida,pierna,fiebre,frio,debil,ejercicio,dieta,sueno,pantalones,chaqueta,ropa,sol,caliente,sombra,mujer,vestido,piernas,volar,viaje,nube,sol,arena,oceano,cheque,propietario,propiedad,tristesa,nube,agua,caliente,sudor,sed,sueter,chaqueta,congelacion,banana,banana,banana,artist,paint,sketch,bed,room,clean,clean,soap,water,dirty,stinky,disease,clean,mop,broom,clean,soap,water,cashier,money,job,ghetto,easy,subpar,business,sell,buy,food,egg,beak,alcohol,wine,spirit,sweet,sugar,tasty,sport,game,bounce,winner,first,sport,team,sport,referee,doctor,bone,radiologist,sore,medication,injury,doctor,illness,sick,shoes,pants,jacket,woman,skirt,legs,shirt,shorts,clothes,car,truck,license,store,groceries,food,hotel,motel,travel,cold,hail,winter,sun,summer,beach,cold,cloud,fresh,English and spanish,spanish,spanish,spanish,Yes,high school,i studied for 18 years,No,Yes,"United States, I moved here since I was 8"
first,sp42,Female,20,Yes,sexo,dormir,almuada,bonita,luz,maquillaje,sucio,piso,alfombra,cocina,sala,cuarto,comida,estufa,microondas,ropa,plancha,quemar,comida,mercado,zapatos,descuento,ropa,compras,carro,dinero,ropa,agua,sandia,bebida,rico,rojo,vaca,vegetales,tomate,limon,futbol,pelota,balon,ejercio,sudad,gordo,soccer,deporte,negro y blanco,peinado,alumino,persona,COVID,estornudar,vomitar,ejercio,gimnasio,sudar,negra,tela,collar,cachucha,mariachi,coco,corta,mujer,rosada,volar,pajaros,nubes,Maluma,cancun,agua,pelicula,carro,zappatos,sombrilla,agua,oscuro,feliz,amarillo,calor,lluvia,helado,sudadera,banana,banana,banana,paint,canvas,colors,sex,bed,clean,machine,soap,dishes,dirty,stinky,smelly,broom,foot,mini broom,washing machine,cleaning lady,clothes,supermarket,food,angry,my dad,my mom,cheap leather,dinero by JLo,Money by Cardi B,dollar sign,chicken noodle soup,thigh,chicken butt,bottle,pong,tray,snake,hot,deadly,football,soccer,baseball,Wrestling,gold,winner,boy,sport,games,hosptial,bones,sic,head,arm,heart,healthcare person,sickness,health,graphic,big,Pajama ,pretty,flowy,tight,shirt,shoes,skirt,car,my dad insane ,tractor,shopping,groceries,carry,resort,accommodate,cabin,cold,Virginia,ball,hot,sun,heat,blows,cold,fresh,2,2,,,No,,,No,No,
first,sp43,Male,19,Yes,dormir,cobija,almohada,cara,yo,fragil,limpio,alfombra,ruidoso,planchar,agua,jabon,comer,estomago,relleno,limpio,caliente,vapor,comida,dinero,personas,salud,dinero,peso,manejar,libre,metal,beber,frio,agua,comer,cocinar,animal,saludable,vegetales,fruta,salud,cancha,balon,ejercicio,cansado,salud,deporte,balon,cancha,edad,daño,triste,triste,moco,frio,vegetales,fruta,delgado,ropa,limpio,lavar,cabeza,caliente,hombre,mujer,corto,rosa,país,cielo,sol,agua,frio,pez,casa,cama,feliz,frio,agua,triste,cielo,azul,amarillo,lluvia,gris,metal,banana,banana,banana,mess,oil,colors,sleep,bed ,tired,clean,loud,soap,bag,floor,paper,clean,manual,tired,clean,clothes,shoes,cash,register,items,clothes,shoes,things,store,food,house,food,animal,pet,alcohol,drunk,cold,food ,ice cream,cold,sport,team,player,sport,team,happy,sport,team,ball,bones ,paper,mutations,sad,hurt,alone,doctor,medicine,patient,clothes,torso,chest,girl,short,pink,covered,men,jeans,car,metal,wheel,groceries,food,plastic,wood ,house,strong,cold,white,bright,sun,stove,heater,cold,loud,scary,English and Spanish,Spanish/English,Spanish/English,Spanish/Enlgish,Yes,High School,4 years,No,No,
first,sp44,Male,24,Yes,Lecho,Bancada,Banco,Vidrio,Reflecion ,Copa,Chupar ,Limpia,Brillar ,Desperjar ,Asear ,Mondar ,Comida,Manzana,Huevo,Presionar,Pulsar,Oprimar,Repuesto ,Provision ,Officina,Descuento ,reduccion ,degradacion ,Rico,Costoso,Carero,Refrigerio ,La sosa,Enfriamiento,Asada,Pollo,Pescado,Fruta ,Lechuga,Cuscurro,Fiesta,Igual ,Grupo ,Coche,Vagon,Preparadora,Bola,Futbol ,Juego,Enferma,Malo,Debil ,Enfermar,Medicamento ,Morte ,Sano,Amable,Con buena salud ,Pantalones,Sombrero,Atuendo ,Camisa,Pantalones ,Zapatos,Camisa,Pantalones,Zapatos ,Aire,Cielo ,Volar ,Costa,Orilla,Escora,Trabajo ,Arrendar ,Renta,Nube,Diluvio ,Ilegal,Luz del sol,Luna,Cielo,Caliente ,Hielo ,Agua ,banana,banana,banana,Art,Paint,Brush,Bed,Blanket,Pillow,Dryer,Clothes,Dishes,Dirty,Bad,Ugly,Clean,Broom,Dudt,Scrub,Soap,Shower,Store,Buy,Money,Frugal,Miser,Cheepsake,Job,Bills,Rent,Cow,Pig,Sheep,Alcohol,Drink,Liquor ,Dinner,Breakfast,Snack,Throw,Team,Goal,Game,Set,Match,Game,Ball,Score,Hospital,Doctor,Break,Hurt,Sad,Guilt,Doctor ,Medicine,Hospita,Shirt,Hat,Shoes,Hat,Shirt,Shoes,Shirt,Shoes,Hat,Car,Truck,Wheel,Paper,Plastic,Backpack,House,Home,Rent,Ice,Cold,Winter,Hot,Cold,Sweat,Cold,Sky,Fan,"English, Spanish",Spanish,"English, Spanish","English, Spanish",Yes,Elementary,13,No,Yes,United Stated
first,sp45,Female,34,Yes,dormir,frio,persona,rostro,yo,cara,ruidosa,grande,perros,dolor,demasiado,casa,comida,tiempo,restaurante,ropa,burro,agua,afuera,dulces,comida,dinero,tienda,barato,carro,tienda,dinero,diabetes,azucar,delicioso,enchilada,comida,hambre,comida,lechuga,restaurante,futbol,cabello,pelota,futbol,señor,chores,lugar,cosa,idea,pelo,cabello,similar,cama,mama,niño,vegetales,comida,diabetes,ropa,mujer,blanco,cabesa,sol,playa,mujer,piernas,cabello,altitud,peligroso,vacaciones,feliz,sol,arena,persona,cosa,dificil,adentro,alberca,oscuro,playa,luz,ojos,refrigerador,nieve,abrigo,banana,banana,banana,paint,painter,brush,cold,thin,blanket,drier,wet,clean,garbage,outside,much,broom,brush,clean,car,men,women,teenager,cheap,money,expensive,clothes,wish,expensive,need,job,bawk,feathery,big,frothy,alcohol,person,delicious,want,chocolate,bouncy,neuter,testes,soccer,shorts,men,man,soccer,women,bones,money,broken,ouch,tender,fingers,doctor,male,female,casual,unisex,slacker,long,woman,hair,long,slacks,beige,car,far,expensive,handbag,purse,wind,cabin,woods,cold,cold,ice,wet,cold,blanket,money,cold,sharp,biting,"english, spanish",spanish,"spanish, english","english, spanish",Yes,"middle school, high school, college",5,Yes,Yes,"united states, 25 years"
first,sp46,Female,29,Yes,Sueno,Dormir,Relajarse,Cara,Cuerpo,Yo,Suenos,Lograr,Ejemplo,Trabajo,Ropa,Sucia,Pollo,Arroz,Sopa,Ropa,Caliente ,Camisa,Compras,Dinero,Gastos,Peso,Gordo,Medida,Gasolina,Gomas,Conductor,Hielo,Frio,Dulce,Pollo,Res,Puerco,Dieta,Verdura,Tomate,Futbol,Beisbol,Equipo,Gimnasio,Pesas,Cuerpo,Evaluacion,Partido,Juego,Dolor,Fracaso,Acidente,Frio,Cama,Faltar,Ensalada,Fresco,Dieta,Pantalon,Blusa,Traje,Gorro,Calor,Viento,Corto,Traje,Vestido,Aire,Vacacion,Lleno ,Sol,Agua,Calor,Comprar,Casa,Carro,Agua,Frio,Viento,Calor,Arena,Playa,Calor,Nieve,Afuera,Banana ,Banana ,Banana ,Relax,Oil,Canvas ,Bed,Covers ,Warmth,Dryer,Wet,Clothes,Garbage ,Smelly,Recycle,Broom,Floor,Dust,Dishes,Clothes,Car,Money,Groceries ,Worker,Frugal,Poor,Broken,Rich,Poor,Green,Sandwich ,Salad,Roasted,Bubbles ,Gross,Sour,Sweet,Sugar,Cake,Court ,Bat,Balloon,Medal,Game,Win,Game,Guy,Tv,Image,Doctor,Hospital,Injury ,Headache,Pill,Doctor,Sick,Medicine ,Casual,Cotton,Daily,Cute,Wedding,Fancy,Long,Short ,Underwear,Fun,Car,Gas,Purse,Money ,Plastic ,House ,Inn,Hotel,Plow,Cold,Wet,Oil,Electric ,Warm,Gust,Damage,Cold,Spanish and English,Spanish,Spanish and English,Spanish and English,No,,,No,No,
first,sp47,Male,23,Yes,dormir,almuadas,coviha,reflecion,imagen,copia,limpiar,polvo,tierra,organizar,aspiradora,jabon,comida,platos,cuchillos,ropa,carne,ganchos,comida,dinero,compra,oferta,descuento,comprar,joyeria,casa,oro,hielo,frio,agua,vaca,comida,barbacoa,lechuga,tomate,cebolla,futbol,gol,pedazo,perro,deporte,ejercisio,futbol,competencia,deporte,pelo,estilo,tijeras,virus,salud,hospital,ensalada,ejercisio,activo,plancha,arrugas,pantalones,sombra,calor,sudar,blusa,cartera,sandalias,aeropuerto,volar,viaje,arena,sol,agua,guardar,mantener,sostener,sombria,chaqueta,botas,calor,sudar,afuera,hielo,nieve,invierno,banana,banana,banana,brush,colors,museum,bed,change,folding,dryer,chores,dishes,recycling,landfill,dispose,broom,cleaning,chores,car,clothes,dishes,buying,manager,work,saving,discount,money,bank,currency,change,food,cooking,farm,alcohol,bar,liquor,cake,pie,candy,soccer,sports,bounce,olympics,medals,competition,game,sport,competition,hospital,injury,bones,back,head,stomach,doctor,hospital,health,wrinkles,ironing,clothes,formal,wedding,fancy,clothes,fashion,shorts,car,truck,boat,paper,plastic,reuseable,room,cabin,shelter,winter,cold,hail,sweat,fire,sun,tornado,kite,gust,"English, Spanish",spanish,"english, spanish","english, spanish",Yes,middle school onward,"not much dedicated study, just something that happened naturally growing up.",No,No,
first,sp48,Female,24,Yes,dormir,descansar,almohada,bano,ojos,luz,limpiar,carpeta,sucio,el bano,la cocina,la sala,cocina,fuego,almuerzo,ropa,calor,calmado,comida,dinero,gente,gratis,tienda,ropa,gasolina,destino,manejar,coke,pepsi,fanta,fiesta,comida,asada,lechuga,plato,agua,futbol,tiempo,barcelona,coach,deporte,mejorar,futbol,reglas,juego,ayuda,enfermo,herido,covid,doctora,enfermera,bueno,salud,amable,playera,falda,pantalones,calor,vacaciones,musica,vestido,camisa,blusa,nubes,noche,mundo,agua,feliz,familia,trabajo,casa,apartamento,mojado,tranquilo,paz,tierra,vida,planeta,caliente,invierno,bufanda,banana,banana,banana,art,hobby,passion,clean,dry,warm,dryer,laundry,laundromat,paper,recycable,odor,clean,wash,vacuum,clean,organized,calm,gas station,customers,stock,affordable,inexpensive,buy,rich,affordable,stability,food,seasoning,fried,water,hops,wheat,ice cream,mochi,snack,soccer,baseball,team,soccer,match,worldwide,messi,soccer,sports,doctor,broken,injured,suffer,depression,tears,doctor,sports,check up,undershirt,long sleeve,graphic,high heels,elegant,jewelery,shoes,socks,clothes,destination,urgency,travel,carry,shopping,recycle,cabin,expensive,retreat,winter,cold,hat,sweat,workout,active,clouds,cold,draft,english and spanish,Spanish and English,English and Spanish,English and Spanish,Yes,"elementary, high school",4,Yes,No,
first,sp49,Male,29,Yes,dormir,casa,noche,yo,sucio,limpio,casa,limpiar,carpeta,casa,trabajo,sucio,comida,taco,juevo,ropa,caliente,vapor,comprar,comida,caro,tienda,menos,comprar,casa,renta,comida,frio,soda,vaso,comer,comida,taco,fruta,vejetal,caro,noche,personas,publico,deportes,futbol,practicar,profesional,hombre,dinero,viejo,caminar,palo,frio,dolor,cama,bueno,amigo,casa,ropa,azul,caliente,sol,festival,tradicion,ropa,mujer,afuera,sol,claro,metal,fresco,caliente,tiera,caro,casa,dinero,azul,fresco,nuves,luna,cielo,lus,blanco,feo,nieve,banana,banana,banana,smooth,white,crisp,white,comfy,cloth,steel,white,cold,food,waste,plastic,yellow,straw,dirt,water,cold,soap,food,gas,money,food,money,plastic,rent,food,children,yellow,dirty,stinky,yellow,bubbles,glass,food,pastry,sweet,white,grass,men,trophy,gold,celebration,ball,grass,warm,medical,doctor,illness,red,ache,death,white,cloth,cold,short,crisp,blue,women,clothing,fashion,blue,jeans,riggid,car,danger,lights,paper,plastic,brown,wood,cozy,carpet,white,cold,fluffy,hot,sun,road,steel,cold,white,Spanish English,Spanish English,Spanish English,Spanish English,Yes,Elementary School,5,Yes,Yes,Canada 1 month
first,sp50,Male,27,Yes,noche,cobija,sueno,reflejo,ojos,sonrisa,limpiar,terra,carpeta,mapiar,espirar,escoba,comida,arroz,verduras,camisa,pantalones,caliente,comprar,ropa,comida,diete,reducir,menos,dinero,comprar,mucho,bebida,agua,popote,cabesa,buche,asada,lechuga,tomate,aguacate,futbol,liga,multitud,gymasio,deporte,pesas,futbol,partido,liga,rojo,toro,multitud,covid,tos,medecina,energetico,joven,alegre ,plancha,cinto,botones,charro,caballo,ranchero,mujer,bestido,ropa,volar,viajar,aeropuerto ,sol,agua,arena,rentar,casa,carro,mojado,frio,parasol,luz,dia,afuera ,abrigo,guantes,invierno ,banana,banana,banana,colors,art,museum,laundry,bed,paper,dryer,clean,cycle,dumpster,dirty,messy,mop,clean,floor,clean,clothes,dishes,money,shopping,customer,easy,food,money,purchase,wealth,bank,feathers,fried,soup,drunk,bar,party,cake,cookie,brownie,throw,game,sport,sport,rally,race,game,compete,sport,radiation,bones,machine,medicine,emotion,sorrow,doctor,health,waiting,graphic,store,clothes,clothes,fabric,pretty,clothes,denim ,jeans,car,insurance,speed,store,purse,shopping,bed,cabin,hotel,cold,snowman,winter,summer,humid,sweat,dust,storm,breeze,english and spanish,spanish,spanish,spanish,No,,,Yes,No,
